url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,188,99
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,44,16
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,44,11
/SAP/e-mobility-charging-stations-simulator/tree/main,42,9
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,23,5
/SAP/e-mobility-charging-stations-simulator/issues,17,6
/sap/e-mobility-charging-stations-simulator,13,10
/SAP/e-mobility-charging-stations-simulator/tree/main/src,9,3
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,8,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,8,2
