url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,143,87
/sap/e-mobility-charging-stations-simulator,35,25
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,26,15
/SAP/e-mobility-charging-stations-simulator/tree/main,19,11
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,12,5
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,8,5
/SAP/e-mobility-charging-stations-simulator/pulls,8,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,8,3
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,7,4
/SAP/e-mobility-charging-stations-simulator/issues,5,5
